model;fold;micro_f1;macro_f1;weighted_f1;cm;Imputation;Normalization;PXD
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";PCA;Quantile;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [2 3 1 1 0 1]
 [0 0 0 0 0 0]]";PCA;Quantile;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [5 3 0]]";PCA;Median Norm;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [6 2 0]]";PCA;Median Norm;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";PCA;Median Norm;PXD003252
LGBMClassifier;18;0.5;0.1666666666666666;0.6666666666666666;"[[0 0 0 0]
 [0 0 0 0]
 [2 1 4 1]
 [0 0 0 0]]";PCA;Median Norm;PXD003252
LogisticRegression;19;1.0;1.0;1.0;[[24]];KNN+LOD;NSAF;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];KNN+LOD;NSAF;PXD007543
RandomForestClassifier;19;1.0;1.0;1.0;[[24]];KNN+LOD;NSAF;PXD007543
LGBMClassifier;19;1.0;1.0;1.0;[[24]];KNN+LOD;NSAF;PXD007543
LogisticRegression;19;0.0416666666666666;0.0266666666666666;0.0799999999999999;"[[ 0  0  0]
 [15  1  8]
 [ 0  0  0]]";KNN+LOD;ComBat;PXD007543
SVC;19;0.0;0.0;0.0;"[[ 0  0  0]
 [13  0 11]
 [ 0  0  0]]";KNN+LOD;ComBat;PXD007543
RandomForestClassifier;19;0.0416666666666666;0.0399999999999999;0.0799999999999999;"[[ 0  0]
 [23  1]]";KNN+LOD;ComBat;PXD007543
LGBMClassifier;19;0.0833333333333333;0.0192307692307692;0.1538461538461538;"[[0 0 0 0 0 0 0 0]
 [2 2 4 2 1 1 7 5]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]";KNN+LOD;ComBat;PXD007543
LogisticRegression;19;1.0;1.0;1.0;[[24]];KNN+LOD;Quantile;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];KNN+LOD;Quantile;PXD007543
RandomForestClassifier;19;1.0;1.0;1.0;[[24]];KNN+LOD;Quantile;PXD007543
LGBMClassifier;19;1.0;1.0;1.0;[[24]];KNN+LOD;Quantile;PXD007543
LogisticRegression;19;1.0;1.0;1.0;[[24]];KNN+LOD;Median Norm;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];KNN+LOD;Median Norm;PXD007543
RandomForestClassifier;19;1.0;1.0;1.0;[[24]];KNN+LOD;Median Norm;PXD007543
LGBMClassifier;19;0.9583333333333334;0.4893617021276595;0.9787234042553192;"[[23  1]
 [ 0  0]]";KNN+LOD;Median Norm;PXD007543
LogisticRegression;19;0.6666666666666666;0.4;0.8000000000000002;"[[ 0  0]
 [ 8 16]]";PCA+LOD;NSAF;PXD007543
SVC;19;0.9166666666666666;0.4782608695652174;0.9565217391304348;"[[ 0  0]
 [ 2 22]]";PCA+LOD;NSAF;PXD007543
RandomForestClassifier;19;1.0;1.0;1.0;[[24]];PCA+LOD;NSAF;PXD007543
LGBMClassifier;19;0.0833333333333333;0.0256410256410256;0.1538461538461538;"[[ 0  0  0  0  0  0]
 [ 7  2 10  1  1  3]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]]";PCA+LOD;NSAF;PXD007543
LogisticRegression;19;0.0;0.0;0.0;"[[ 0  0  0  0]
 [22  0  1  1]
 [ 0  0  0  0]
 [ 0  0  0  0]]";PCA+LOD;ComBat;PXD007543
SVC;19;0.0;0.0;0.0;"[[ 0  0  0]
 [21  0  3]
 [ 0  0  0]]";PCA+LOD;ComBat;PXD007543
RandomForestClassifier;19;0.0416666666666666;0.0399999999999999;0.0799999999999999;"[[ 0  0]
 [23  1]]";PCA+LOD;ComBat;PXD007543
LGBMClassifier;19;0.1666666666666666;0.0259740259740259;0.2857142857142857;"[[0 0 0 0 0 0 0 0 0 0 0]
 [3 4 3 2 4 1 3 1 1 1 1]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]";PCA+LOD;ComBat;PXD007543
LogisticRegression;19;1.0;1.0;1.0;[[24]];PCA+LOD;Quantile;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];PCA+LOD;Quantile;PXD007543
RandomForestClassifier;19;1.0;1.0;1.0;[[24]];PCA+LOD;Quantile;PXD007543
LGBMClassifier;19;0.5;0.3333333333333333;0.6666666666666666;"[[12 12]
 [ 0  0]]";PCA+LOD;Quantile;PXD007543
LogisticRegression;19;0.8333333333333334;0.4545454545454545;0.9090909090909092;"[[ 0  0]
 [ 4 20]]";PCA+LOD;Median Norm;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];PCA+LOD;Median Norm;PXD007543
RandomForestClassifier;19;0.9583333333333334;0.4893617021276595;0.9787234042553192;"[[ 0  0]
 [ 1 23]]";PCA+LOD;Median Norm;PXD007543
LGBMClassifier;19;0.625;0.0961538461538461;0.7692307692307693;"[[ 0  0  0  0  0  0  0  0]
 [ 2 15  1  1  1  1  2  1]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]]";PCA+LOD;Median Norm;PXD007543
LogisticRegression;19;0.75;0.2857142857142857;0.8571428571428571;"[[ 0  0  0]
 [ 1 18  5]
 [ 0  0  0]]";Shifted Gaussian;NSAF;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];Shifted Gaussian;NSAF;PXD007543
RandomForestClassifier;19;1.0;1.0;1.0;[[24]];Shifted Gaussian;NSAF;PXD007543
LGBMClassifier;19;1.0;1.0;1.0;[[24]];Shifted Gaussian;NSAF;PXD007543
LogisticRegression;19;0.5;0.2222222222222222;0.6666666666666666;"[[ 0  0  0]
 [ 1 12 11]
 [ 0  0  0]]";Shifted Gaussian;ComBat;PXD007543
SVC;19;0.875;0.4666666666666667;0.9333333333333332;"[[ 0  0]
 [ 3 21]]";Shifted Gaussian;ComBat;PXD007543
RandomForestClassifier;19;1.0;1.0;1.0;[[24]];Shifted Gaussian;ComBat;PXD007543
LGBMClassifier;19;1.0;1.0;1.0;[[24]];Shifted Gaussian;ComBat;PXD007543
LogisticRegression;19;0.75;0.2857142857142857;0.8571428571428571;"[[ 0  0  0]
 [ 4 18  2]
 [ 0  0  0]]";Shifted Gaussian;Quantile;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];Shifted Gaussian;Quantile;PXD007543
RandomForestClassifier;19;1.0;1.0;1.0;[[24]];Shifted Gaussian;Quantile;PXD007543
LGBMClassifier;19;1.0;1.0;1.0;[[24]];Shifted Gaussian;Quantile;PXD007543
LogisticRegression;19;0.8333333333333334;0.303030303030303;0.9090909090909092;"[[ 0  0  0]
 [ 1 20  3]
 [ 0  0  0]]";Shifted Gaussian;Median Norm;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];Shifted Gaussian;Median Norm;PXD007543
RandomForestClassifier;19;0.9583333333333334;0.4893617021276595;0.9787234042553192;"[[ 0  0]
 [ 1 23]]";Shifted Gaussian;Median Norm;PXD007543
LGBMClassifier;19;0.875;0.4666666666666667;0.9333333333333332;"[[21  3]
 [ 0  0]]";Shifted Gaussian;Median Norm;PXD007543
LogisticRegression;19;0.5833333333333334;0.1052631578947368;0.7368421052631579;"[[ 0  0  0  0  0  0  0]
 [ 1 14  4  1  1  2  1]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]]";KNNImpute;NSAF;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];KNNImpute;NSAF;PXD007543
RandomForestClassifier;19;0.7916666666666666;0.2209302325581395;0.8837209302325583;"[[ 0  0  0  0]
 [ 2 19  2  1]
 [ 0  0  0  0]
 [ 0  0  0  0]]";KNNImpute;NSAF;PXD007543
LGBMClassifier;19;0.5;0.0833333333333333;0.6666666666666666;"[[12  2  4  1  1  2  1  1]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]]";KNNImpute;NSAF;PXD007543
LogisticRegression;19;0.2083333333333333;0.0344827586206896;0.3448275862068966;"[[0 0 0 0 0 0 0 0 0 0]
 [3 5 2 2 1 1 1 3 2 4]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]";KNNImpute;ComBat;PXD007543
SVC;19;0.0416666666666666;0.0399999999999999;0.0799999999999999;"[[ 0  0]
 [23  1]]";KNNImpute;ComBat;PXD007543
RandomForestClassifier;19;0.375;0.1363636363636363;0.5454545454545454;"[[ 0  0  0  0]
 [13  9  1  1]
 [ 0  0  0  0]
 [ 0  0  0  0]]";KNNImpute;ComBat;PXD007543
LGBMClassifier;19;0.5;0.1111111111111111;0.6666666666666666;"[[ 0  0  0  0  0  0]
 [ 3 12  3  4  1  1]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]]";KNNImpute;ComBat;PXD007543
LogisticRegression;19;0.5;0.1333333333333333;0.6666666666666666;"[[ 0  0  0  0  0]
 [ 6 12  4  1  1]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]]";KNNImpute;Quantile;PXD007543
SVC;19;0.8333333333333334;0.4545454545454545;0.9090909090909092;"[[ 0  0]
 [ 4 20]]";KNNImpute;Quantile;PXD007543
RandomForestClassifier;19;0.625;0.2564102564102564;0.7692307692307693;"[[ 0  0  0]
 [ 7 15  2]
 [ 0  0  0]]";KNNImpute;Quantile;PXD007543
LGBMClassifier;19;0.4166666666666667;0.065359477124183;0.5882352941176471;"[[ 0  0  0  0  0  0  0  0  0]
 [ 3 10  1  4  1  2  1  1  1]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0]]";KNNImpute;Quantile;PXD007543
LogisticRegression;19;0.5416666666666666;0.1405405405405405;0.7027027027027027;"[[ 0  0  0  0  0]
 [ 1 13  1  8  1]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]]";KNNImpute;Median Norm;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];KNNImpute;Median Norm;PXD007543
RandomForestClassifier;19;0.75;0.1714285714285714;0.8571428571428571;"[[ 0  0  0  0  0]
 [ 3 18  1  1  1]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]]";KNNImpute;Median Norm;PXD007543
LGBMClassifier;19;0.5416666666666666;0.1171171171171171;0.7027027027027027;"[[ 0  0  0  0  0  0]
 [ 4 13  1  1  2  3]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]]";KNNImpute;Median Norm;PXD007543
LogisticRegression;19;0.5;0.3333333333333333;0.6666666666666666;"[[12 12]
 [ 0  0]]";PCA;NSAF;PXD007543
SVC;19;0.5416666666666666;0.3513513513513513;0.7027027027027027;"[[13 11]
 [ 0  0]]";PCA;NSAF;PXD007543
RandomForestClassifier;19;0.9583333333333334;0.4893617021276595;0.9787234042553192;"[[ 0  0]
 [ 1 23]]";PCA;NSAF;PXD007543
LGBMClassifier;19;0.9166666666666666;0.3188405797101449;0.9565217391304348;"[[ 0  0  0]
 [ 1 22  1]
 [ 0  0  0]]";PCA;NSAF;PXD007543
LogisticRegression;19;0.0;0.0;0.0;"[[ 0  0  0  0  0  0]
 [ 2  0  1  2 18  1]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]]";PCA;ComBat;PXD007543
SVC;19;0.0;0.0;0.0;"[[ 0  1 23]
 [ 0  0  0]
 [ 0  0  0]]";PCA;ComBat;PXD007543
RandomForestClassifier;19;0.25;0.1;0.4000000000000001;"[[ 0  0  0  0]
 [14  6  3  1]
 [ 0  0  0  0]
 [ 0  0  0  0]]";PCA;ComBat;PXD007543
LGBMClassifier;19;0.0;0.0;0.0;"[[ 0  0  0  0  0  0  0]
 [15  0  1  2  3  1  2]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]]";PCA;ComBat;PXD007543
LogisticRegression;19;0.875;0.4666666666666667;0.9333333333333332;"[[21  3]
 [ 0  0]]";PCA;Quantile;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];PCA;Quantile;PXD007543
RandomForestClassifier;19;1.0;1.0;1.0;[[24]];PCA;Quantile;PXD007543
LGBMClassifier;19;0.5416666666666666;0.1756756756756756;0.7027027027027027;"[[13  3  1  7]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]]";PCA;Quantile;PXD007543
LogisticRegression;19;0.9166666666666666;0.4782608695652174;0.9565217391304348;"[[22  2]
 [ 0  0]]";PCA;Median Norm;PXD007543
SVC;19;1.0;1.0;1.0;[[24]];PCA;Median Norm;PXD007543
RandomForestClassifier;19;0.9166666666666666;0.3188405797101449;0.9565217391304348;"[[22  1  1]
 [ 0  0  0]
 [ 0  0  0]]";PCA;Median Norm;PXD007543
LGBMClassifier;19;0.75;0.2142857142857142;0.8571428571428571;"[[18  1  1  4]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]]";PCA;Median Norm;PXD007543
LogisticRegression;20;1.0;1.0;1.0;[[1]];KNN+LOD;NSAF;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];KNN+LOD;NSAF;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNN+LOD;NSAF;PXD008693
LGBMClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNN+LOD;NSAF;PXD008693
LogisticRegression;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNN+LOD;ComBat;PXD008693
SVC;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNN+LOD;ComBat;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNN+LOD;ComBat;PXD008693
LGBMClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNN+LOD;ComBat;PXD008693
LogisticRegression;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNN+LOD;Quantile;PXD008693
SVC;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNN+LOD;Quantile;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNN+LOD;Quantile;PXD008693
LGBMClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNN+LOD;Quantile;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];KNN+LOD;Median Norm;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];KNN+LOD;Median Norm;PXD008693
RandomForestClassifier;20;1.0;1.0;1.0;[[1]];KNN+LOD;Median Norm;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];KNN+LOD;Median Norm;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];PCA+LOD;NSAF;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];PCA+LOD;NSAF;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA+LOD;NSAF;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];PCA+LOD;NSAF;PXD008693
LogisticRegression;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA+LOD;ComBat;PXD008693
SVC;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA+LOD;ComBat;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA+LOD;ComBat;PXD008693
LGBMClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";PCA+LOD;ComBat;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];PCA+LOD;Quantile;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];PCA+LOD;Quantile;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";PCA+LOD;Quantile;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];PCA+LOD;Quantile;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];PCA+LOD;Median Norm;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];PCA+LOD;Median Norm;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA+LOD;Median Norm;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];PCA+LOD;Median Norm;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;NSAF;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;NSAF;PXD008693
RandomForestClassifier;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;NSAF;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;NSAF;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;ComBat;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;ComBat;PXD008693
RandomForestClassifier;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;ComBat;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;ComBat;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;Quantile;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;Quantile;PXD008693
RandomForestClassifier;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;Quantile;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;Quantile;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;Median Norm;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;Median Norm;PXD008693
RandomForestClassifier;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;Median Norm;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];Shifted Gaussian;Median Norm;PXD008693
LogisticRegression;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;NSAF;PXD008693
SVC;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;NSAF;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;NSAF;PXD008693
LGBMClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;NSAF;PXD008693
LogisticRegression;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNNImpute;ComBat;PXD008693
SVC;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;ComBat;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;ComBat;PXD008693
LGBMClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;ComBat;PXD008693
LogisticRegression;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;Quantile;PXD008693
SVC;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;Quantile;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;Quantile;PXD008693
LGBMClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;Quantile;PXD008693
LogisticRegression;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNNImpute;Median Norm;PXD008693
SVC;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";KNNImpute;Median Norm;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNNImpute;Median Norm;PXD008693
LGBMClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";KNNImpute;Median Norm;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];PCA;NSAF;PXD008693
SVC;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA;NSAF;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA;NSAF;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];PCA;NSAF;PXD008693
LogisticRegression;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA;ComBat;PXD008693
SVC;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA;ComBat;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA;ComBat;PXD008693
LGBMClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";PCA;ComBat;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];PCA;Quantile;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];PCA;Quantile;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 0]
 [1 0]]";PCA;Quantile;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];PCA;Quantile;PXD008693
LogisticRegression;20;1.0;1.0;1.0;[[1]];PCA;Median Norm;PXD008693
SVC;20;1.0;1.0;1.0;[[1]];PCA;Median Norm;PXD008693
RandomForestClassifier;20;0.0;0.0;0.0;"[[0 1]
 [0 0]]";PCA;Median Norm;PXD008693
LGBMClassifier;20;1.0;1.0;1.0;[[1]];PCA;Median Norm;PXD008693
LogisticRegression;21;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [1 1]]";KNN+LOD;NSAF;PXD000426
SVC;21;0.0;0.0;0.0;"[[0 2]
 [0 0]]";KNN+LOD;NSAF;PXD000426
RandomForestClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;NSAF;PXD000426
LGBMClassifier;21;0.0;0.0;0.0;"[[0 2]
 [0 0]]";KNN+LOD;NSAF;PXD000426
LogisticRegression;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;ComBat;PXD000426
SVC;21;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";KNN+LOD;ComBat;PXD000426
RandomForestClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;ComBat;PXD000426
LGBMClassifier;21;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";KNN+LOD;ComBat;PXD000426
LogisticRegression;21;0.0;0.0;0.0;"[[0 2]
 [0 0]]";KNN+LOD;Quantile;PXD000426
SVC;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Quantile;PXD000426
RandomForestClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Quantile;PXD000426
LGBMClassifier;21;0.0;0.0;0.0;"[[0 2]
 [0 0]]";KNN+LOD;Quantile;PXD000426
LogisticRegression;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Median Norm;PXD000426
SVC;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Median Norm;PXD000426
RandomForestClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Median Norm;PXD000426
LGBMClassifier;21;0.0;0.0;0.0;"[[0 2]
 [0 0]]";KNN+LOD;Median Norm;PXD000426
LogisticRegression;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;NSAF;PXD000426
SVC;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;NSAF;PXD000426
RandomForestClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;NSAF;PXD000426
LGBMClassifier;21;0.0;0.0;0.0;"[[0 2]
 [0 0]]";PCA+LOD;NSAF;PXD000426
LogisticRegression;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;ComBat;PXD000426
SVC;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;ComBat;PXD000426
RandomForestClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;ComBat;PXD000426
LGBMClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;ComBat;PXD000426
LogisticRegression;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Quantile;PXD000426
SVC;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Quantile;PXD000426
RandomForestClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Quantile;PXD000426
LGBMClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Quantile;PXD000426
LogisticRegression;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Median Norm;PXD000426
SVC;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Median Norm;PXD000426
RandomForestClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Median Norm;PXD000426
LGBMClassifier;21;0.0;0.0;0.0;"[[0 2]
 [0 0]]";PCA+LOD;Median Norm;PXD000426
LogisticRegression;21;1.0;1.0;1.0;[[2]];Shifted Gaussian;NSAF;PXD000426
SVC;21;1.0;1.0;1.0;[[2]];Shifted Gaussian;NSAF;PXD000426
RandomForestClassifier;21;1.0;1.0;1.0;[[2]];Shifted Gaussian;NSAF;PXD000426
LGBMClassifier;21;0.5;0.3333333333333333;0.6666666666666666;"[[1 1]
 [0 0]]";Shifted Gaussian;NSAF;PXD000426
LogisticRegression;21;0.0;0.0;0.0;"[[0 2]
 [0 0]]";Shifted Gaussian;ComBat;PXD000426
SVC;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";Shifted Gaussian;ComBat;PXD000426
RandomForestClassifier;21;0.0;0.0;0.0;"[[0 0]
 [2 0]]";Shifted Gaussian;ComBat;PXD000426
LGBMClassifier;21;0.0;0.0;0.0;"[[0 2]
 [0 0]]";Shifted Gaussian;ComBat;PXD000426
