model;fold;micro_f1;macro_f1;weighted_f1;cm;Imputation;Normalization;PXD
LogisticRegression;17;0.9583333333333334;0.4893617021276595;0.9787234042553192;"[[ 0  0]
 [ 1 23]]";KNN+LOD;Median Norm;PXD009560
SVC;17;0.5833333333333334;0.1842105263157894;0.7368421052631579;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 2  7 14  1]
 [ 0  0  0  0]]";KNN+LOD;Median Norm;PXD009560
RandomForestClassifier;17;0.4583333333333333;0.1257142857142857;0.6285714285714286;"[[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 1  2  9 11  1]
 [ 0  0  0  0  0]]";KNN+LOD;Median Norm;PXD009560
LGBMClassifier;17;0.25;0.1;0.4000000000000001;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [7 2 9 6]]";KNN+LOD;Median Norm;PXD009560
LogisticRegression;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 1 22  0  1]
 [ 0  0  0  0]]";PCA+LOD;NSAF;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [ 4  5 15  0]]";PCA+LOD;NSAF;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [ 3 14  7  0]]";PCA+LOD;NSAF;PXD009560
LGBMClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 1  1  2 19  0  1]
 [ 0  0  0  0  0  0]]";PCA+LOD;NSAF;PXD009560
LogisticRegression;17;0.0;0.0;0.0;"[[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 7  1  3  3 10  0]]";PCA+LOD;ComBat;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [ 7  4 13  0]]";PCA+LOD;ComBat;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [19  5  0]]";PCA+LOD;ComBat;PXD009560
LGBMClassifier;17;0.0416666666666666;0.0061538461538461;0.0799999999999999;"[[0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [3 1 1 4 2 3 1 1 1 1 2 3 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]]";PCA+LOD;ComBat;PXD009560
LogisticRegression;17;0.375;0.109090909090909;0.5454545454545454;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [5 7 1 9 2]
 [0 0 0 0 0]]";PCA+LOD;Quantile;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [21  3  0]]";PCA+LOD;Quantile;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [7 9 8 0]]";PCA+LOD;Quantile;PXD009560
LGBMClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 1  1 19  0  3]
 [ 0  0  0  0  0]]";PCA+LOD;Quantile;PXD009560
LogisticRegression;17;0.3333333333333333;0.1;0.5;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 4 2 9 8]]";PCA+LOD;Median Norm;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [21  3  0]]";PCA+LOD;Median Norm;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [11 12  1  0]]";PCA+LOD;Median Norm;PXD009560
LGBMClassifier;17;0.4166666666666667;0.0980392156862745;0.5882352941176471;"[[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 1  1  4  7  1 10]]";PCA+LOD;Median Norm;PXD009560
LogisticRegression;17;0.9583333333333334;0.4893617021276595;0.9787234042553192;"[[ 0  0]
 [ 1 23]]";Shifted Gaussian;NSAF;PXD009560
SVC;17;0.5;0.2222222222222222;0.6666666666666666;"[[ 0  0  0]
 [10 12  2]
 [ 0  0  0]]";Shifted Gaussian;NSAF;PXD009560
RandomForestClassifier;17;0.2916666666666667;0.1505376344086021;0.4516129032258064;"[[ 0  0  0]
 [ 1  7 16]
 [ 0  0  0]]";Shifted Gaussian;NSAF;PXD009560
LGBMClassifier;17;0.7916666666666666;0.2209302325581395;0.8837209302325583;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 2  1 19  2]
 [ 0  0  0  0]]";Shifted Gaussian;NSAF;PXD009560
LogisticRegression;17;0.0;0.0;0.0;"[[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [12  8  1  0  2  1]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]]";Shifted Gaussian;ComBat;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [10  1  1  8  0  4]
 [ 0  0  0  0  0  0]]";Shifted Gaussian;ComBat;PXD009560
RandomForestClassifier;17;0.0833333333333333;0.0512820512820512;0.1538461538461538;"[[ 0  0  0]
 [ 0  0  0]
 [14  8  2]]";Shifted Gaussian;ComBat;PXD009560
LGBMClassifier;17;0.9166666666666666;0.4782608695652174;0.9565217391304348;"[[ 0  0]
 [ 2 22]]";Shifted Gaussian;ComBat;PXD009560
LogisticRegression;17;0.8333333333333334;0.303030303030303;0.9090909090909092;"[[ 0  0  0]
 [ 0  0  0]
 [ 1  3 20]]";Shifted Gaussian;Quantile;PXD009560
SVC;17;0.1666666666666666;0.0952380952380952;0.2857142857142857;"[[ 0  0  0]
 [ 0  0  0]
 [ 2 18  4]]";Shifted Gaussian;Quantile;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [13  2  9  0]]";Shifted Gaussian;Quantile;PXD009560
LGBMClassifier;17;0.1666666666666666;0.0714285714285714;0.2857142857142857;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 3 16  4  1]
 [ 0  0  0  0]]";Shifted Gaussian;Quantile;PXD009560
LogisticRegression;17;0.9583333333333334;0.4893617021276595;0.9787234042553192;"[[ 0  0]
 [ 1 23]]";Shifted Gaussian;Median Norm;PXD009560
SVC;17;0.5416666666666666;0.3513513513513513;0.7027027027027027;"[[ 0  0]
 [11 13]]";Shifted Gaussian;Median Norm;PXD009560
RandomForestClassifier;17;0.5;0.1666666666666666;0.6666666666666666;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 8  1 12  3]
 [ 0  0  0  0]]";Shifted Gaussian;Median Norm;PXD009560
LGBMClassifier;17;0.75;0.1714285714285714;0.8571428571428571;"[[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 1  1  2 18  2]
 [ 0  0  0  0  0]]";Shifted Gaussian;Median Norm;PXD009560
LogisticRegression;17;0.0;0.0;0.0;"[[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [19  2  1  1  0  1]
 [ 0  0  0  0  0  0]]";KNNImpute;NSAF;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0]
 [24  0]]";KNNImpute;NSAF;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [12  9  1  1  1  0]]";KNNImpute;NSAF;PXD009560
LGBMClassifier;17;0.0;0.0;0.0;"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [8 3 3 1 3 3 0 1 2]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]";KNNImpute;NSAF;PXD009560
LogisticRegression;17;0.0;0.0;0.0;"[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [3 1 4 1 5 4 1 1 0 1 3]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]";KNNImpute;ComBat;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0]
 [24  0]]";KNNImpute;ComBat;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [13  7  4  0]]";KNNImpute;ComBat;PXD009560
LGBMClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 4 18  1  1  0]]";KNNImpute;ComBat;PXD009560
LogisticRegression;17;0.0;0.0;0.0;"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [16  2  1  2  1  0  2]
 [ 0  0  0  0  0  0  0]]";KNNImpute;Quantile;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0]
 [24  0]]";KNNImpute;Quantile;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [17  5  0  1  1]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]]";KNNImpute;Quantile;PXD009560
LGBMClassifier;17;0.0416666666666666;0.0099999999999999;0.0799999999999999;"[[0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [9 3 2 1 1 5 2 1]]";KNNImpute;Quantile;PXD009560
LogisticRegression;17;0.0;0.0;0.0;"[[ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]
 [12  2  1  1  1  0  3  4]
 [ 0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0]]";KNNImpute;Median Norm;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0]
 [24  0]]";KNNImpute;Median Norm;PXD009560
RandomForestClassifier;17;0.0416666666666666;0.0133333333333333;0.0799999999999999;"[[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [11  9  1  1  1  1]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]]";KNNImpute;Median Norm;PXD009560
LGBMClassifier;17;0.1666666666666666;0.0476190476190476;0.2857142857142857;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [5 8 1 1 5 4]]";KNNImpute;Median Norm;PXD009560
LogisticRegression;17;0.0833333333333333;0.0307692307692307;0.1538461538461538;"[[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [14  1  6  2  1]
 [ 0  0  0  0  0]]";PCA;NSAF;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0]
 [24  0]]";PCA;NSAF;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0]
 [24  0]]";PCA;NSAF;PXD009560
LGBMClassifier;17;0.0833333333333333;0.0512820512820512;0.1538461538461538;"[[ 0  0  0]
 [ 0  0  0]
 [14  8  2]]";PCA;NSAF;PXD009560
LogisticRegression;17;0.0;0.0;0.0;"[[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 6  1 10  5  0  2]
 [ 0  0  0  0  0  0]]";PCA;ComBat;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [ 1  1 22  0]]";PCA;ComBat;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [10 13  1  0]]";PCA;ComBat;PXD009560
LGBMClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 6 12  1  5  0]]";PCA;ComBat;PXD009560
LogisticRegression;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [ 2 19  3  0]]";PCA;Quantile;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [15  9  0]]";PCA;Quantile;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [23  1  0]]";PCA;Quantile;PXD009560
LGBMClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [ 1 22  1  0]]";PCA;Quantile;PXD009560
LogisticRegression;17;0.3333333333333333;0.1666666666666666;0.5;"[[ 0  0  0]
 [ 0  0  0]
 [ 6 10  8]]";PCA;Median Norm;PXD009560
SVC;17;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [22  2  0]]";PCA;Median Norm;PXD009560
RandomForestClassifier;17;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [23  1  0]]";PCA;Median Norm;PXD009560
LGBMClassifier;17;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [ 1 10 13  0]]";PCA;Median Norm;PXD009560
LogisticRegression;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";KNN+LOD;NSAF;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";KNN+LOD;NSAF;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [3 3 2 0]]";KNN+LOD;NSAF;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0]
 [7 0 1]
 [0 0 0]]";KNN+LOD;NSAF;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [4 4 0]]";KNN+LOD;ComBat;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [6 2 0]]";KNN+LOD;ComBat;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [4 4 0]]";KNN+LOD;ComBat;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";KNN+LOD;ComBat;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";KNN+LOD;Quantile;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [5 3 0]]";KNN+LOD;Quantile;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [1 4 3 0]]";KNN+LOD;Quantile;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [2 1 3 0 2]
 [0 0 0 0 0]]";KNN+LOD;Quantile;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 7 0]]";KNN+LOD;Median Norm;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [3 5 0]]";KNN+LOD;Median Norm;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [2 6 0]]";KNN+LOD;Median Norm;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [1 1 6 0]]";KNN+LOD;Median Norm;PXD003252
LogisticRegression;18;0.125;0.074074074074074;0.2222222222222222;"[[0 0 0]
 [0 0 0]
 [5 2 1]]";PCA+LOD;NSAF;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [7 1 0]]";PCA+LOD;NSAF;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [5 3 0]]";PCA+LOD;NSAF;PXD003252
LGBMClassifier;18;0.25;0.08;0.4;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 1 2 2 2]
 [0 0 0 0 0]]";PCA+LOD;NSAF;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [4 2 1 0 1]
 [0 0 0 0 0]]";PCA+LOD;ComBat;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";PCA+LOD;ComBat;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [3 4 1 0]]";PCA+LOD;ComBat;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [1 1 1 0 2 3]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]";PCA+LOD;ComBat;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [7 1 0]]";PCA+LOD;Quantile;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";PCA+LOD;Quantile;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";PCA+LOD;Quantile;PXD003252
LGBMClassifier;18;0.25;0.1333333333333333;0.4;"[[0 0 0]
 [4 2 2]
 [0 0 0]]";PCA+LOD;Quantile;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [1 5 2 0]]";PCA+LOD;Median Norm;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [6 2 0]]";PCA+LOD;Median Norm;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";PCA+LOD;Median Norm;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [3 1 2 1 1 0]]";PCA+LOD;Median Norm;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [7 1 0]]";Shifted Gaussian;NSAF;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [6 2 0]]";Shifted Gaussian;NSAF;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [5 3 0]]";Shifted Gaussian;NSAF;PXD003252
LGBMClassifier;18;0.375;0.109090909090909;0.5454545454545454;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 2 1 3 1]
 [0 0 0 0 0]]";Shifted Gaussian;NSAF;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [3 4 0 1]
 [0 0 0 0]]";Shifted Gaussian;ComBat;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [7 1 0]]";Shifted Gaussian;ComBat;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [5 1 1 0 1]
 [0 0 0 0 0]]";Shifted Gaussian;ComBat;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [5 1 1 0 1]
 [0 0 0 0 0]]";Shifted Gaussian;ComBat;PXD003252
LogisticRegression;18;0.375;0.1363636363636363;0.5454545454545454;"[[0 0 0 0]
 [0 0 0 0]
 [2 1 3 2]
 [0 0 0 0]]";Shifted Gaussian;Quantile;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [6 2 0]]";Shifted Gaussian;Quantile;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [1 5 2 0]]";Shifted Gaussian;Quantile;PXD003252
LGBMClassifier;18;0.5;0.1333333333333333;0.6666666666666666;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 1 1 4 1]
 [0 0 0 0 0]]";Shifted Gaussian;Quantile;PXD003252
LogisticRegression;18;0.375;0.1818181818181818;0.5454545454545454;"[[0 0 0]
 [2 3 3]
 [0 0 0]]";Shifted Gaussian;Median Norm;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [7 1 0]]";Shifted Gaussian;Median Norm;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";Shifted Gaussian;Median Norm;PXD003252
LGBMClassifier;18;0.375;0.1818181818181818;0.5454545454545454;"[[0 0 0]
 [0 0 0]
 [3 2 3]]";Shifted Gaussian;Median Norm;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 4 2 0 1]
 [0 0 0 0 0]]";KNNImpute;NSAF;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";KNNImpute;NSAF;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [2 3 3 0]]";KNNImpute;NSAF;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [1 2 3 1 1 0]]";KNNImpute;NSAF;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 2 1 1 1 0 2]
 [0 0 0 0 0 0 0]]";KNNImpute;ComBat;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [4 2 2 0]]";KNNImpute;ComBat;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [4 2 0 2]
 [0 0 0 0]]";KNNImpute;ComBat;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [5 1 2 0]]";KNNImpute;ComBat;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [4 2 0 2]
 [0 0 0 0]]";KNNImpute;Quantile;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";KNNImpute;Quantile;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [3 4 1 0]]";KNNImpute;Quantile;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [4 1 0 3]
 [0 0 0 0]]";KNNImpute;Quantile;PXD003252
LogisticRegression;18;0.25;0.0571428571428571;0.4;"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 1 1 2 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]";KNNImpute;Median Norm;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";KNNImpute;Median Norm;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [1 5 0 2]
 [0 0 0 0]]";KNNImpute;Median Norm;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 3 1 0 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]";KNNImpute;Median Norm;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [3 3 2 0]]";PCA;NSAF;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [6 2 0]]";PCA;NSAF;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [7 1 0]]";PCA;NSAF;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [4 3 1 0]]";PCA;NSAF;PXD003252
LogisticRegression;18;0.0;0.0;0.0;"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 2 2 1 0 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]";PCA;ComBat;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";PCA;ComBat;PXD003252
RandomForestClassifier;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [2 6 0]]";PCA;ComBat;PXD003252
LGBMClassifier;18;0.0;0.0;0.0;"[[0 0]
 [8 0]]";PCA;ComBat;PXD003252
LogisticRegression;18;0.125;0.074074074074074;0.2222222222222222;"[[0 0 0]
 [0 0 0]
 [5 2 1]]";PCA;Quantile;PXD003252
SVC;18;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [6 2 0]]";PCA;Quantile;PXD003252
