;assay_id;cell_line;filename;PXD_accession;Protein_count;pool_id;comments
841;32894;THP1;20190828_Lumos_ML_NP_EXP1_M0_Rep2;PXD017391;2990;0;
842;32895;THP1;20190828_Lumos_ML_NP_EXP1_M0_Rep3;PXD017391;2951;0;
843;32896;THP1;20190828_Lumos_ML_NP_EXP1_M1_48h_Rep1;PXD017391;2840;0;
844;32897;THP1;20190828_Lumos_ML_NP_EXP1_M1_48h_Rep2;PXD017391;2753;0;
845;32898;THP1;20190828_Lumos_ML_NP_EXP1_M1_48h_Rep3;PXD017391;2798;0;
846;32899;THP1;20190828_Lumos_ML_NP_EXP1_M1_6h_Rep1;PXD017391;2977;0;
847;32900;THP1;20190828_Lumos_ML_NP_EXP1_M1_6h_Rep2;PXD017391;2999;0;
848;32901;THP1;20190828_Lumos_ML_NP_EXP1_M1_6h_Rep3;PXD017391;2996;0;
849;32902;THP1;20190828_Lumos_ML_NP_EXP1_M2_24h_Rep1;PXD017391;2901;0;
850;32903;THP1;20190828_Lumos_ML_NP_EXP1_M2_24h_Rep2;PXD017391;2936;0;
851;32904;THP1;20190828_Lumos_ML_NP_EXP1_M2_24h_Rep3;PXD017391;2937;0;
852;32905;THP1;20190828_Lumos_ML_NP_EXP1_M2_48h_Rep1;PXD017391;2901;0;
853;32906;THP1;20190828_Lumos_ML_NP_EXP1_M2_48h_Rep2;PXD017391;2912;0;
854;32907;THP1;20190828_Lumos_ML_NP_EXP1_M2_48h_Rep3;PXD017391;2923;0;
855;32908;THP1;20190828_Lumos_ML_NP_EXP1_ND_Rep1;PXD017391;3057;0;
856;32909;THP1;20190828_Lumos_ML_NP_EXP1_ND_Rep2;PXD017391;3056;0;
857;32910;THP1;20190828_Lumos_ML_NP_EXP1_ND_Rep3;PXD017391;3068;0;
858;32911;HT29;Ep_cells_HT29_27000;PXD016742;1474;0;
